text,sentiment,text_length,clean_text
My roommate Tallullah got her wisdom teeth out. As her nurse it's only fitting that I get her vicodin refill ,positive,109,my roommate tallullah got her wisdom teeth out as her nurse its only fitting that i get her vicodin refill
"in ancient so bored because @surfygurlx isnt here with me.  so tired, dont feel like soccer tonight at all, just want to sleep",negative,126,in ancient so bored because isnt here with me so tired dont feel like soccer tonight at all just want to sleep
@ArchisM Thanks for recommending us! ,positive,37,thanks for recommending us
@TheBloggess striking resemblance--you didnt  send in a shot I take it....good morning btr Jen. ,positive,96,striking resemblanceyou didnt send in a shot i take itgood morning btr jen
"ah, some people, on the other hand have all the understanding in the world in their little heads ",positive,97,ah some people on the other hand have all the understanding in the world in their little heads
"actually, gonna leave noooooow. @sherrymusic see you at school tomorrow. please please get well.  i missed you at school today. haha",negative,132,actually gonna leave noooooow see you at school tomorrow please please get well i missed you at school today haha
"lost 300 quickly (10 mins!) at bj earlier in evening.   +17, with about 3 decks gone.  i was doing $50-$75/hand. lost quick, bad cards.",negative,135,lost quickly mins at bj earlier in evening with about decks gone i was doing hand lost quick bad cards
@kayleevz ha wat up ha  i barely saw you tonight . . ,negative,53,ha wat up ha i barely saw you tonight
Today was a good sunday ,positive,24,today was a good sunday
Why am I back in Wrentham? I wanna live in the city forever ,negative,60,why am i back in wrentham i wanna live in the city forever
"@lroseen Hey there! I'm off to bed (doggies will have us up around 7:00    , but good to see your green face on Twitter! ;-)",negative,124,hey there im off to bed doggies will have us up around but good to see your green face on twitter
@filsaa Morrning babess....!!! yayzzz for gladiator sandals...fanallY ,positive,70,morrning babess yayzzz for gladiator sandalsfanally
Had i lovely car ride with Briann ,positive,34,had i lovely car ride with briann
I'm making Dave Matthews richer! I just pre-ordered the new album. It's okay! My favorite ban. Always been there in good and bad. ,positive,130,im making dave matthews richer i just preordered the new album its okay my favorite ban always been there in good and bad
@BlokesLib I was thinking more from a #fieldrunners point of view . . .   Do you like the new tweetdeck icon? The yellow is a bit much ...,positive,138,i was thinking more from a fieldrunners point of view do you like the new tweetdeck icon the yellow is a bit much
"So it's Hospital Day!!, it was sunny this morning, but it's raining buckets right now   Oh well, maybe it'll brighten up soon!",negative,126,so its hospital day it was sunny this morning but its raining buckets right now oh well maybe itll brighten up soon
"I got up an hour early  Thanks, Bobby.",negative,38,i got up an hour early thanks bobby
Do any affiliate programs give you all the keys to success?  go http://bit.ly/hFNnAU |Has a bad feeling about college ,negative,118,do any affiliate programs give you all the keys to success go has a bad feeling about college
@ddlovato Have fun sleeping xP and tell me how pretty it is in Spain ,positive,69,have fun sleeping xp and tell me how pretty it is in spain
@featureBlend glad you're back ,positive,31,glad youre back
The twitter is back up? ,positive,24,the twitter is back up
just got a good 8 hours sleep. MUCH needed. Feels awesome to actually have rested ,positive,82,just got a good hours sleep much needed feels awesome to actually have rested
@joshdebauche Love Zico. I wish we had it in Canada.  ,negative,54,love zico i wish we had it in canada
@BeatlesTweets WOW awesome pics!! ,positive,34,wow awesome pics
but i dont wanna straighten my hair ,negative,36,but i dont wanna straighten my hair
just made a salad for daddy ,positive,28,just made a salad for daddy
Ewww I just ran over something that was already dead!! ,negative,55,ewww i just ran over something that was already dead
@thegr My lips are sealed.  I'll keep all your secrets. ,positive,56,my lips are sealed ill keep all your secrets
@pluralisms GET OFF MY DINGY! ...not youuuuu. ,positive,46,get off my dingy not youuuuu
I won the first round! ,positive,23,i won the first round
I'm at the dance studio chillin! ,positive,33,im at the dance studio chillin
@DGeisendorff u look great together ,positive,36,u look great together
"@JeffTracey  We do have a hose, but Daisy scarpers when she sees us using it, so it's a nice warm shower and doggie shampoo for her.  ",positive,134,we do have a hose but daisy scarpers when she sees us using it so its a nice warm shower and doggie shampoo for her
Gotta wake my bop up outta this lame ass trance. Get things in order for a happy summer ,positive,88,gotta wake my bop up outta this lame ass trance get things in order for a happy summer
@jamesallenuk I was disappointed not to see a picture of arnie ,positive,63,i was disappointed not to see a picture of arnie
@LaraABCNews Carter us soooo right. Way to go Lara ,positive,51,carter us soooo right way to go lara
"trying to update #tweetdeck to get rid of the constant pop up, but it always returns an error  ",negative,95,trying to update tweetdeck to get rid of the constant pop up but it always returns an error
I want to go swimming but cant ,negative,31,i want to go swimming but cant
@anaesinred my aunties would be proud of me ,positive,44,my aunties would be proud of me
Morning  I wish I could sleep in for a few more hours...,positive,56,morning i wish i could sleep in for a few more hours
@bouchraINparis i can't  but my best friend laura lives in paris until november!,negative,80,i cant but my best friend laura lives in paris until november
"In venice, Italy very lost ",negative,27,in venice italy very lost
just came from my summerhouse  it was an awesome weekend! ^^,positive,60,just came from my summerhouse it was an awesome weekend
"@TVXQUKnow Philippines!  haha (go to Davao, Cebu or Boracay)",positive,60,philippines haha go to davao cebu or boracay
@tina0794 I knowww ,negative,19,i knowww
@Kev5890 we're having trouble connecting on Tiger for league....keep getting booted ,negative,84,were having trouble connecting on tiger for leaguekeep getting booted
I really wish I could attend the Tony awards!!! ,negative,48,i really wish i could attend the tony awards
Just played &quot;voice talent&quot; for one of our new Contact Center apps. Had a blast. I'll only be there until the normal guy comes in. ,negative,140,just played quotvoice talentquot for one of our new contact center apps had a blast ill only be there until the normal guy comes in
@kelz017 I can tell you like very artsy stuff ,positive,46,i can tell you like very artsy stuff
@muskrat_john The tinyurl link seems to be borked.  But I found the strip at dorktower.com. Yay!,negative,96,the tinyurl link seems to be borked but i found the strip at dorktowercom yay
@TheFatBoys @TheFatBoys  aww hehe i love you guys ,positive,50,aww hehe i love you guys
Yipes Trac has 35 new tickets this morning ,negative,43,yipes trac has new tickets this morning
Join the meeting http://tinyurl.com/klz3c2 Discover How Fabrice is administrating a Huge Farm ,positive,94,join the meeting discover how fabrice is administrating a huge farm
"@divinemisterd As I see it, yes ",positive,32,as i see it yes
"@mperedim that's not even funny, we'll M-x butterfly-mode and erase the disk of vim users if challenged appropriately ",positive,118,thats not even funny well mx butterflymode and erase the disk of vim users if challenged appropriately
@ScottForcier Great quote! Had to retweet ,positive,42,great quote had to retweet
@tmorello really hope the album is also on Finlands iTunes also. Yesterday it didn't know your band. ,negative,101,really hope the album is also on finlands itunes also yesterday it didnt know your band
I forgot to mention that I am downloading the Fightstar version of Imogen Heap's &quot;Hiide and Seek&quot;  I have about 15 versions of that song! ,positive,148,i forgot to mention that i am downloading the fightstar version of imogen heaps quothiide and seekquot i have about versions of that song
