text,sentiment,text_length,clean_text
@EmmettCullenguy  not much here talking to my friend @Cult_of_Angels and enjoying the nice weather.. you?,positive,105,not much here talking to my friend and enjoying the nice weather you
@itsonlywords thanks...  ... u r realy precious for me... ,positive,58,thanks u r realy precious for me
bored bored bored on my day off...this can't get any worse ,negative,59,bored bored bored on my day offthis cant get any worse
@MissKatiePrice your horse in the US was gorg! Did you bring him back? Made me want to event again ,negative,99,your horse in the us was gorg did you bring him back made me want to event again
@justinkadima eu am stat sub un minut.. la aÅa femei aÅa haine aÅa time spent ,positive,81,eu am stat sub un minut la aa femei aa haine aa time spent
@cleaninggirl  my sympathies for your friend. Sausages must save the world!!,negative,76,my sympathies for your friend sausages must save the world
@Whookhie_BDB heh Works for me. ,positive,32,heh works for me
"I am now following 3,099 Tweeps.  I wonder who will be next.  ",positive,62,i am now following tweeps i wonder who will be next
@beingnobody At least you got your new one  I'm poor!,negative,53,at least you got your new one im poor
"Loving the sound of motorbikes passing my window, it's only going to get busier here on Broadway  #iomtt",positive,104,loving the sound of motorbikes passing my window its only going to get busier here on broadway iomtt
@ChanelZampogna pretty crappy right now actually  how about you?,negative,64,pretty crappy right now actually how about you
rip ed mcmahon  that makes me so sad,negative,36,rip ed mcmahon that makes me so sad
@herveh8 wish I'd been at luch too!! won't be back in london until june ,negative,72,wish id been at luch too wont be back in london until june
@CourtneyCraver I can't believe you signed up to volunteer when you had a baby due any time! You are brave ,positive,107,i cant believe you signed up to volunteer when you had a baby due any time you are brave
Just played &quot;voice talent&quot; for one of our new Contact Center apps. Had a blast. I'll only be there until the normal guy comes in. ,negative,140,just played quotvoice talentquot for one of our new contact center apps had a blast ill only be there until the normal guy comes in
play hard and win!!!!! story of my life!!!!!!! ,positive,47,play hard and win story of my life
http://i44.tinypic.com/110j49g.jpg *sigh* i think this is the closest wooyoung and junho will be at stripping for now ,negative,118,sigh i think this is the closest wooyoung and junho will be at stripping for now
Driving Back home because I forgot the piece of cake for @v_era ,negative,64,driving back home because i forgot the piece of cake for
@ddlovato i hope i could one day get a tweet from demi. but i know it will never happen  i love you demi! july 11th&lt;333,negative,122,i hope i could one day get a tweet from demi but i know it will never happen i love you demi july thlt
ngampussss ,negative,11,ngampussss
"@panacea81 Aww, but I love cats!  Though, your pugs are dead cute!  I have a half pug myself. ",positive,94,aww but i love cats though your pugs are dead cute i have a half pug myself
@jeff419 :-O I didn't know turtles ate meat. I had a pet turtle and it ate cabbage and lettuce. ,negative,96,o i didnt know turtles ate meat i had a pet turtle and it ate cabbage and lettuce
had a good time with babycousin and specks ,positive,43,had a good time with babycousin and specks
@MrsBellaCullen ohhhh helllllll no!!   he make me saddeth lols!,negative,63,ohhhh helllllll no he make me saddeth lols
tired.   confused. o.Ã¶,negative,23,tired confused o
@LadyLogan nope but i can get it hold on  http://bit.ly/itHGp  &lt;&lt;mm (via @nikkideejay),positive,92,nope but i can get it hold on ltltmm via
"@Kargach hope you had a good rest, now get started on two more! ",positive,64,hope you had a good rest now get started on two more
testing my d/l speeds on dslreports.com... seem to be getting slower than desired speeds ,negative,89,testing my dl speeds on dslreportscom seem to be getting slower than desired speeds
"@candicotton don't worry, God has the perfect man for you ",positive,58,dont worry god has the perfect man for you
@Christian0386 A foot snuggie and we could call it a Fuggie ,positive,60,a foot snuggie and we could call it a fuggie
@phdinparenting That's a debate I'm sure my kid could get behind - the merits of dessert as a meal. ,positive,100,thats a debate im sure my kid could get behind the merits of dessert as a meal
"Origin win one! Such a good game at uni bar  Can't wait for game two, after my exams are over!",positive,94,origin win one such a good game at uni bar cant wait for game two after my exams are over
I wanna learn Korean. ,positive,22,i wanna learn korean
I can't change who I am but you can certainly sit and rotate if you don't like me k ,positive,84,i cant change who i am but you can certainly sit and rotate if you dont like me k
@chempaka happy birthday to you.. happy birthday to you..happy birthday to chempaka.. happy birthday to you.. ,positive,110,happy birthday to you happy birthday to youhappy birthday to chempaka happy birthday to you
@ederson23 it was good times  had mad fun and a lot of dranks lol so what did u do?,positive,83,it was good times had mad fun and a lot of dranks lol so what did u do
"lots of stuff to get done then taylor+keith with my best friend, soulmate, and tina ",positive,84,lots of stuff to get done then taylorkeith with my best friend soulmate and tina
@kaindagod RIght ppl have a HARD time with the @ icon lol  wel thanxx twitter I learned to appreciate shift 2 lol,negative,113,right ppl have a hard time with the icon lol wel thanxx twitter i learned to appreciate shift lol
@IAmBecomeSpanky there was a fest for JAMES and I missed it?!  I was probably working in hell!,negative,94,there was a fest for james and i missed it i was probably working in hell
I'm at AMBO ARS getting my Saturday afternoon blow dry! Nothing better than a good blowdry ,positive,91,im at ambo ars getting my saturday afternoon blow dry nothing better than a good blowdry
Just got my teeth cleaned!  But I have a cavity  time to quit the snacking and brush better,negative,91,just got my teeth cleaned but i have a cavity time to quit the snacking and brush better
"So excited, halfway done with high school ",positive,42,so excited halfway done with high school
@yeshenia sounds like a good idea ,positive,34,sounds like a good idea
@gonzalocordova Happy Monday to you!!!  Sending smiles ....!,positive,60,happy monday to you sending smiles
"annual uncle g's run with papa bear, nowww its almost summer ",positive,61,annual uncle gs run with papa bear nowww its almost summer
I wish I could talk English anytime. ,negative,37,i wish i could talk english anytime
3 new shirts!!!    they are soft  http://tinyurl.com/d96mx5,positive,59,new shirts they are soft
Boyfriend just called....YAY!!!!! ,positive,34,boyfriend just calledyay
I miss my friends ,negative,18,i miss my friends
Done editing 300th video! But now I have to play around with exporting to find the best quality...and it takes hour to export each take ,negative,136,done editing th video but now i have to play around with exporting to find the best qualityand it takes hour to export each take
Brief wheels down in Baltimore. En route to Louisville. Wayyyy back of the plane. ,negative,82,brief wheels down in baltimore en route to louisville wayyyy back of the plane
"got no place to go, got no where to hide, but you know, I'm always on your side &lt;&lt;&lt; line of a song, do you like it? Tell me ",positive,133,got no place to go got no where to hide but you know im always on your side ltltlt line of a song do you like it tell me
headed for katers!  school in the a.m to the p.m ... last monday of the school year.. gonna miss grade 7 and all it's awesomness ! ,positive,131,headed for katers school in the am to the pm last monday of the school year gonna miss grade and all its awesomness
@afrobella Beyond ignorant. I'm convinced they are certifiably insane. RIP George Tiller. ,negative,90,beyond ignorant im convinced they are certifiably insane rip george tiller
@dancinyuri sleeping is the best thing to do when feeling sick ,positive,63,sleeping is the best thing to do when feeling sick
